student_id,course_type,institute_tier,region,cgpa,internship_months,employer_tier,iqi,behavioral_activity_score,field_demand_score,macro_climate_index,monthly_emi,placed_3m,placed_6m,placed_12m,actual_salary
AMCAT-337631,Engineering,B,Chennai,8.45,4,SME,0.293,19,50,0.78,13500,0,0,1,325000
AMCAT-1218931,Engineering,B,Delhi NCR,7.48,5,Startup,0.274,55,52,0.88,10500,0,1,1,200000
AMCAT-214256,Engineering,B,Delhi NCR,7.1,4,MNC,0.286,58,50,0.76,15500,0,0,1,500000
AMCAT-046715,Engineering,B,Chennai,6.3,3,MNC,0.248,45,48,0.87,8000,0,0,0,1320000
AMCAT-743526,Engineering,B,Bengaluru,6.34,5,SME,0.385,100,48,0.76,15500,0,0,1,300000
AMCAT-983328,Engineering,B,Delhi NCR,7.65,4,Startup,0.251,80,48,0.88,10500,1,1,1,170000
AMCAT-296065,Engineering,B,Mumbai,7.64,5,MNC,0.344,35,48,0.84,14000,1,1,1,620000
AMCAT-552690,Engineering,B,Delhi NCR,6.8,3,Startup,0.229,15,52,0.76,13500,0,0,0,240000
AMCAT-455244,Engineering,B,Delhi NCR,7.32,5,SME,0.288,68,53,0.78,17000,0,1,1,375000
AMCAT-538312,Engineering,B,Mumbai,5.89,4,SME,0.301,83,44,0.76,13500,1,1,1,350000
AMCAT-283452,Engineering,B,Delhi NCR,8.19,5,SME,0.338,31,53,0.84,12500,1,1,1,445000
AMCAT-1154783,Engineering,B,Chennai,7.5,4,Startup,0.291,96,50,0.88,12500,1,1,1,200000
AMCAT-440725,Engineering,A,Delhi NCR,7.8,6,MNC,0.35,57,50,0.78,21000,0,0,0,600000
AMCAT-053132,Engineering,B,Mumbai,5.56,5,MNC,0.316,29,50,0.87,15500,0,0,1,755000
AMCAT-037396,Engineering,B,Mumbai,5.56,3,Startup,0.258,13,46,0.87,13000,1,1,1,95000
AMCAT-327759,Engineering,A,Delhi NCR,7.65,5,MNC,0.305,37,53,0.78,17500,0,1,1,880000
AMCAT-1283923,Engineering,B,Hyderabad,7.0,5,MNC,0.361,65,48,0.88,10000,1,1,1,3000000
AMCAT-1203348,Engineering,B,Chennai,8.1,5,SME,0.32,74,52,0.76,15000,0,0,1,340000
AMCAT-942576,Engineering,B,Chennai,8.6,3,Startup,0.204,72,48,0.78,9500,0,0,0,150000
AMCAT-1037564,Engineering,B,Chennai,7.17,3,Startup,0.26,67,41,0.76,16000,0,0,1,110000
AMCAT-633241,Engineering,B,Delhi NCR,7.13,4,SME,0.314,83,48,0.76,14500,0,0,1,350000
AMCAT-644584,Engineering,B,Delhi NCR,7.12,5,Startup,0.302,43,50,0.78,20000,0,1,1,185000
AMCAT-339210,Engineering,B,Delhi NCR,6.6,5,Startup,0.277,43,53,0.84,11000,0,0,1,200000
AMCAT-982693,Engineering,B,Delhi NCR,7.1,4,Startup,0.248,19,52,0.88,13500,1,1,1,240000
AMCAT-813008,Engineering,B,Mumbai,7.56,4,Startup,0.274,59,57,0.88,18500,1,1,1,180000
AMCAT-239756,Engineering,B,Bengaluru,7.11,4,SME,0.284,45,53,0.84,17000,0,0,1,315000
AMCAT-1268067,Engineering,B,Hyderabad,7.24,4,SME,0.334,13,52,0.91,12500,0,1,1,325000
AMCAT-640729,Engineering,B,Mumbai,7.61,4,SME,0.309,49,50,0.76,14500,0,0,1,300000
AMCAT-206733,Engineering,B,Delhi NCR,7.6,5,Startup,0.273,50,50,0.84,14000,1,1,1,240000
AMCAT-239580,Engineering,B,Delhi NCR,6.5,4,Startup,0.243,68,53,0.87,14500,0,0,1,240000
AMCAT-661111,Engineering,B,Chennai,7.76,3,Startup,0.263,53,52,0.76,12500,0,1,1,150000
AMCAT-730050,Engineering,B,Chennai,7.5,4,Startup,0.31,59,49,0.76,14000,0,1,1,220000
AMCAT-1135588,Engineering,B,Hyderabad,6.38,4,Startup,0.275,47,48,0.76,10000,0,0,1,120000
AMCAT-1111630,Engineering,B,Delhi NCR,7.73,5,Startup,0.295,93,65,0.88,14500,1,1,1,120000
AMCAT-230113,Engineering,B,Delhi NCR,7.56,6,MNC,0.367,74,53,0.84,15000,0,1,1,650000
AMCAT-034472,Engineering,A,Delhi NCR,7.5,5,SME,0.367,49,60,0.87,17500,1,1,1,375000
AMCAT-661647,Engineering,B,Delhi NCR,6.0,4,SME,0.245,72,52,0.76,10000,0,0,1,305000
AMCAT-417459,Engineering,B,Delhi NCR,6.22,3,Startup,0.226,74,53,0.78,16500,0,0,0,155000
AMCAT-640581,Engineering,B,Mumbai,8.0,5,SME,0.37,69,53,0.76,15000,0,1,1,360000
AMCAT-823407,Engineering,B,Delhi NCR,8.9,4,SME,0.343,61,48,0.88,12000,1,1,1,400000
AMCAT-1268344,Engineering,B,Delhi NCR,7.3,5,Startup,0.329,88,57,0.88,13500,1,1,1,240000
AMCAT-640533,Engineering,B,Mumbai,7.03,6,SME,0.35,75,53,0.76,10000,1,1,1,400000
AMCAT-133165,Engineering,B,Mumbai,6.04,4,Startup,0.273,0,49,0.87,11500,0,1,1,240000
AMCAT-103861,Engineering,B,Chennai,7.1,4,MNC,0.245,74,48,0.87,12500,0,1,1,505000
AMCAT-186085,Engineering,B,Delhi NCR,7.14,3,Startup,0.218,58,48,0.87,17000,0,0,0,105000
AMCAT-359993,Engineering,B,Chennai,6.4,4,Startup,0.194,5,53,0.78,12500,1,1,1,220000
AMCAT-732482,Engineering,A,Delhi NCR,7.42,5,SME,0.298,49,50,0.76,19500,0,0,1,300000
AMCAT-1075216,Engineering,B,Mumbai,7.12,4,SME,0.262,33,52,0.76,12500,0,0,1,300000
AMCAT-333459,Engineering,B,Delhi NCR,7.1,3,Startup,0.23,36,48,0.78,14500,1,1,1,75000
AMCAT-984343,Engineering,B,Delhi NCR,6.45,5,Startup,0.287,80,57,0.91,13500,1,1,1,200000
AMCAT-341146,Engineering,B,Mumbai,6.5,3,SME,0.258,50,80,0.78,16000,1,1,1,350000
AMCAT-815488,Engineering,A,Chennai,8.22,5,SME,0.346,91,49,0.76,16500,0,0,1,380000
AMCAT-335201,Engineering,B,Delhi NCR,7.36,5,SME,0.312,38,57,0.78,10000,0,0,0,410000
AMCAT-1260265,Engineering,B,Mumbai,7.9,4,SME,0.259,59,53,0.78,10500,0,1,1,300000
AMCAT-586115,Engineering,B,Chennai,8.07,5,Startup,0.277,56,50,0.78,12500,1,1,1,145000
AMCAT-333417,Engineering,B,Delhi NCR,7.88,5,MNC,0.303,13,53,0.78,11000,1,1,1,700000
AMCAT-932813,Engineering,B,Delhi NCR,7.56,5,SME,0.352,69,52,0.88,15000,1,1,1,325000
AMCAT-614839,Engineering,B,Delhi NCR,7.3,3,Startup,0.236,38,48,0.88,13000,1,1,1,220000
AMCAT-1202849,Engineering,B,Hyderabad,7.19,4,SME,0.251,43,52,0.88,20000,1,1,1,330000
AMCAT-713848,Engineering,B,Mumbai,6.8,5,SME,0.362,0,46,0.78,9500,0,0,1,360000
AMCAT-786671,Engineering,B,Hyderabad,7.31,4,Startup,0.292,52,52,0.76,14500,1,1,1,180000
AMCAT-1088588,Engineering,B,Hyderabad,7.84,5,SME,0.283,49,57,0.88,11000,1,1,1,300000
AMCAT-1043852,Engineering,B,Delhi NCR,6.77,5,SME,0.318,62,50,0.76,13000,0,0,1,300000
AMCAT-029161,Engineering,B,Delhi NCR,7.3,4,Startup,0.288,13,50,0.87,14500,0,0,1,140000
AMCAT-715228,Engineering,B,Mumbai,7.18,3,SME,0.252,87,48,0.78,8000,0,0,1,405000
AMCAT-133296,Engineering,B,Delhi NCR,6.6,4,Startup,0.263,30,53,0.87,14500,0,1,1,145000
AMCAT-1060371,Engineering,B,Hyderabad,6.75,3,Startup,0.2,76,48,0.88,19000,1,1,1,200000
AMCAT-980748,Engineering,B,Delhi NCR,7.1,5,SME,0.346,24,52,0.88,13000,1,1,1,325000
AMCAT-308499,Engineering,B,Bengaluru,6.93,3,Startup,0.262,71,48,0.84,14500,0,0,1,85000
AMCAT-806357,Engineering,B,Delhi NCR,6.2,2,Startup,0.162,46,52,0.88,16500,1,1,1,205000
AMCAT-239903,Engineering,B,Bengaluru,8.41,5,MNC,0.277,0,46,0.84,13500,0,0,1,560000
AMCAT-259974,Engineering,B,Chennai,7.3,4,Startup,0.233,32,48,0.87,12500,0,0,1,120000
AMCAT-109066,Engineering,B,Mumbai,5.4,4,Startup,0.323,40,48,0.87,8500,0,1,1,150000
AMCAT-682689,Engineering,B,Chennai,7.62,5,Startup,0.348,75,52,0.76,15500,0,0,1,240000
AMCAT-455357,Engineering,B,Delhi NCR,6.66,4,Startup,0.267,52,53,0.78,13500,0,1,1,250000
AMCAT-577498,Engineering,B,Delhi NCR,6.88,4,Startup,0.282,9,57,0.76,11500,1,1,1,295000
AMCAT-611126,Engineering,B,Mumbai,7.25,5,MNC,0.329,6,49,0.76,14500,0,0,1,550000
AMCAT-465339,Engineering,B,Hyderabad,8.37,3,Startup,0.25,43,53,0.78,12500,0,0,0,115000
AMCAT-335947,Engineering,B,Hyderabad,7.33,5,MNC,0.288,71,48,0.78,12500,0,0,0,600000
AMCAT-1138769,Engineering,B,Chennai,6.2,3,Startup,0.179,61,50,0.76,15500,0,0,1,110000
AMCAT-331680,Engineering,B,Chennai,7.92,4,Startup,0.322,54,48,0.78,10500,0,0,0,200000
AMCAT-330663,Engineering,B,Hyderabad,7.88,5,SME,0.314,47,53,0.78,16500,1,1,1,410000
AMCAT-1026244,Engineering,B,Hyderabad,7.83,5,SME,0.277,94,48,0.88,10500,1,1,1,325000
AMCAT-239715,Engineering,B,Bengaluru,6.83,5,SME,0.316,66,48,0.84,12500,0,0,1,445000
AMCAT-330602,Engineering,B,Hyderabad,6.64,5,SME,0.29,73,50,0.78,19000,0,1,1,415000
AMCAT-1006613,Engineering,B,Chennai,7.54,4,SME,0.338,100,49,0.76,17000,0,0,0,335000
AMCAT-333860,Engineering,B,Hyderabad,7.7,4,Startup,0.248,32,26,0.78,14000,0,0,1,180000
AMCAT-435389,Engineering,B,Chennai,6.5,2,Startup,0.188,22,53,0.78,11500,1,1,1,240000
AMCAT-514167,Engineering,B,Delhi NCR,7.63,5,Startup,0.347,76,53,0.78,12500,0,1,1,260000
AMCAT-042876,Engineering,B,Mumbai,6.99,5,Startup,0.282,14,60,0.87,14000,0,1,1,120000
AMCAT-619423,Engineering,B,Chennai,7.7,3,Startup,0.234,18,52,0.76,14000,0,1,1,40000
AMCAT-637345,Engineering,B,Hyderabad,6.22,3,Startup,0.177,51,48,0.76,14000,0,0,1,190000
AMCAT-842506,Engineering,B,Mumbai,6.19,4,Startup,0.307,20,50,0.88,14000,0,1,1,105000
AMCAT-326565,Engineering,B,Mumbai,6.3,3,SME,0.254,37,49,0.78,13500,0,0,1,305000
AMCAT-347445,Engineering,B,Delhi NCR,6.52,3,Startup,0.237,40,48,0.78,10500,0,0,1,180000
AMCAT-843714,Engineering,B,Chennai,6.87,3,Startup,0.187,0,46,0.76,12500,1,1,1,280000
AMCAT-1259848,Engineering,A,Hyderabad,8.0,5,Startup,0.321,66,48,0.88,20500,1,1,1,195000
AMCAT-1251526,Engineering,B,Delhi NCR,6.8,4,Startup,0.271,55,48,0.88,10500,0,1,1,150000
AMCAT-266926,Engineering,B,Delhi NCR,6.5,4,MNC,0.316,32,48,0.84,13500,1,1,1,600000
AMCAT-126883,Engineering,B,Hyderabad,6.54,4,MNC,0.243,32,49,0.87,12000,0,0,0,650000
AMCAT-1063702,Engineering,B,Mumbai,6.8,3,SME,0.237,68,52,0.76,14500,0,0,1,310000
AMCAT-872382,Engineering,B,Delhi NCR,7.5,5,SME,0.336,18,50,0.88,13000,1,1,1,325000
AMCAT-247966,Engineering,B,Hyderabad,6.88,3,SME,0.248,50,53,0.84,17500,0,0,0,400000
AMCAT-279976,Engineering,B,Delhi NCR,7.24,5,SME,0.275,62,48,0.84,15500,0,0,1,435000
AMCAT-839602,Engineering,B,Delhi NCR,7.65,4,MNC,0.3,68,52,0.78,10500,0,0,0,525000
AMCAT-955301,Engineering,B,Delhi NCR,7.18,4,Startup,0.257,54,50,0.88,15500,1,1,1,240000
AMCAT-535193,Engineering,B,Mumbai,6.3,4,SME,0.294,82,53,0.76,12000,0,1,1,360000
AMCAT-754959,Engineering,B,Chennai,8.83,5,SME,0.387,32,52,0.76,12500,1,1,1,340000
AMCAT-872027,Engineering,B,Delhi NCR,7.7,5,SME,0.297,73,48,0.88,15000,1,1,1,330000
AMCAT-721397,Engineering,B,Chennai,7.7,4,Startup,0.262,84,49,0.76,13000,0,1,1,215000
AMCAT-693253,Engineering,B,Delhi NCR,7.05,3,SME,0.248,13,69,0.76,16000,0,1,1,330000
AMCAT-1199257,Engineering,B,Hyderabad,8.48,6,Startup,0.36,71,48,0.88,12000,0,0,1,100000
AMCAT-478702,Engineering,B,Hyderabad,5.5,4,Startup,0.295,0,50,0.78,12500,0,0,1,240000
AMCAT-925234,Engineering,A,Delhi NCR,7.73,5,SME,0.345,51,52,0.88,16500,1,1,1,400000
AMCAT-340244,Engineering,B,Delhi NCR,6.98,4,Startup,0.263,13,48,0.76,12500,0,0,1,150000
AMCAT-113467,Engineering,B,Bengaluru,6.1,5,Startup,0.31,80,48,0.87,16500,0,0,1,200000
AMCAT-948250,Engineering,B,Delhi NCR,6.35,3,Startup,0.252,47,52,0.88,15500,1,1,1,205000
AMCAT-542425,Engineering,B,Delhi NCR,7.1,4,SME,0.26,42,49,0.76,18500,1,1,1,320000
AMCAT-107707,Engineering,B,Mumbai,6.0,4,Startup,0.288,83,53,0.87,19500,0,1,1,150000
AMCAT-809847,Engineering,B,Delhi NCR,6.2,3,Startup,0.261,35,48,0.88,11500,1,1,1,200000
AMCAT-1113188,Engineering,B,Delhi NCR,7.82,4,SME,0.237,59,52,0.88,14000,0,1,1,300000
AMCAT-324343,Engineering,B,Mumbai,6.0,4,Startup,0.209,43,53,0.78,11000,0,1,1,280000
AMCAT-332694,Engineering,B,Delhi NCR,7.2,4,Startup,0.218,0,52,0.76,12000,0,0,0,250000
AMCAT-337194,Engineering,B,Chennai,8.72,4,SME,0.312,50,57,0.78,12500,1,1,1,495000
AMCAT-635518,Engineering,B,Mumbai,6.16,5,SME,0.273,86,50,0.76,11500,0,0,1,325000
AMCAT-365948,Engineering,B,Bengaluru,7.93,4,SME,0.235,0,49,0.78,11500,1,1,1,445000
AMCAT-754972,Engineering,B,Chennai,8.29,4,Startup,0.335,97,48,0.76,13500,1,1,1,225000
AMCAT-625206,Engineering,B,Delhi NCR,7.65,5,SME,0.326,22,48,0.76,11000,1,1,1,365000
AMCAT-798895,Engineering,B,Bengaluru,8.24,3,Startup,0.22,25,48,0.76,16000,0,0,1,290000
AMCAT-760851,Engineering,A,Chennai,7.81,5,SME,0.365,100,48,0.76,15500,0,1,1,375000
AMCAT-1089302,Engineering,B,Delhi NCR,7.5,4,SME,0.328,100,69,0.88,21000,1,1,1,375000
AMCAT-815109,Engineering,B,Delhi NCR,6.13,4,Startup,0.247,57,48,0.78,13000,0,0,0,200000
AMCAT-604409,Engineering,A,Delhi NCR,7.4,5,MNC,0.359,62,48,0.76,18000,1,1,1,500000
AMCAT-471545,Engineering,B,Delhi NCR,6.8,5,MNC,0.337,7,50,0.76,11000,1,1,1,720000
AMCAT-1289956,Engineering,B,Chennai,8.1,3,Startup,0.238,79,48,0.88,18500,0,1,1,210000
AMCAT-354739,Engineering,B,Bengaluru,5.82,3,Startup,0.245,30,48,0.78,17000,0,0,0,105000
AMCAT-326626,Engineering,B,Mumbai,7.21,3,Startup,0.207,80,52,0.78,14500,0,0,1,120000
AMCAT-797600,Engineering,B,Bengaluru,7.7,6,MNC,0.39,21,48,0.76,10500,1,1,1,600000
AMCAT-1123015,Engineering,B,Delhi NCR,7.59,4,SME,0.235,48,50,0.88,14500,0,0,1,300000
AMCAT-358095,Engineering,B,Delhi NCR,7.0,5,SME,0.359,19,50,0.78,11000,0,0,1,470000
AMCAT-965196,Engineering,B,Hyderabad,7.5,4,SME,0.284,71,48,0.88,17500,1,1,1,305000
AMCAT-1010732,Engineering,B,Mumbai,8.0,3,Startup,0.233,65,48,0.88,16000,0,0,1,100000
AMCAT-812176,Engineering,B,Mumbai,7.6,3,Startup,0.195,80,50,0.88,14000,1,1,1,145000
AMCAT-218587,Engineering,B,Bengaluru,7.0,5,SME,0.299,69,53,0.84,8000,0,1,1,350000
AMCAT-421635,Engineering,B,Delhi NCR,6.2,5,Startup,0.275,88,48,0.78,11500,0,0,1,120000
AMCAT-613031,Engineering,B,Hyderabad,7.94,4,SME,0.293,40,52,0.76,15500,0,0,1,350000
AMCAT-1064862,Engineering,B,Hyderabad,6.67,3,Startup,0.204,58,57,0.76,17000,0,0,1,175000
AMCAT-1152870,Engineering,B,Delhi NCR,6.3,5,Startup,0.276,53,48,0.91,17000,1,1,1,100000
AMCAT-082269,Engineering,B,Chennai,8.45,4,MNC,0.316,22,53,0.87,10000,0,1,1,600000
AMCAT-458082,Engineering,B,Delhi NCR,7.19,3,Startup,0.243,28,50,0.78,15000,0,0,1,70000
AMCAT-1247341,Engineering,B,Pune,7.64,5,SME,0.354,73,52,0.76,16500,0,0,1,360000
AMCAT-1004939,Engineering,B,Mumbai,6.94,5,Startup,0.282,99,49,0.88,10000,1,1,1,200000
AMCAT-1095943,Engineering,B,Chennai,7.25,5,Startup,0.272,63,52,0.88,14000,0,1,1,100000
AMCAT-580712,Engineering,A,Delhi NCR,7.5,5,SME,0.298,29,53,0.76,18500,0,1,1,400000
AMCAT-1044954,Engineering,B,Hyderabad,6.4,3,Startup,0.169,73,52,0.78,13000,0,0,0,170000
AMCAT-1232793,Engineering,B,Delhi NCR,6.32,4,SME,0.279,33,52,0.78,9500,0,0,0,300000
AMCAT-1117138,Engineering,B,Mumbai,6.02,5,SME,0.309,44,53,0.76,13000,0,0,1,335000
AMCAT-633797,Engineering,B,Delhi NCR,7.92,5,SME,0.334,74,53,0.76,13000,0,0,1,365000
AMCAT-632267,Engineering,B,Chennai,6.5,4,Startup,0.193,60,49,0.76,13500,0,0,1,80000
AMCAT-308813,Engineering,B,Delhi NCR,7.0,3,SME,0.269,30,53,0.78,12500,0,1,1,310000
AMCAT-872404,Engineering,B,Delhi NCR,7.6,3,Startup,0.255,73,50,0.88,13000,1,1,1,180000
AMCAT-643174,Engineering,B,Delhi NCR,7.6,4,SME,0.237,67,53,0.88,14000,0,0,1,300000
AMCAT-732785,Engineering,B,Chennai,7.64,4,SME,0.311,30,52,0.76,15000,0,0,1,300000
AMCAT-938182,Engineering,B,Delhi NCR,6.41,3,Startup,0.24,38,52,0.88,13000,0,0,1,180000
AMCAT-385512,Engineering,B,Delhi NCR,6.2,5,Startup,0.316,25,48,0.78,13000,1,1,1,145000
AMCAT-896880,Engineering,A,Bengaluru,7.2,6,SME,0.383,83,51,0.88,18000,1,1,1,450000
AMCAT-880800,Engineering,B,Mumbai,6.29,5,SME,0.345,53,52,0.91,9000,1,1,1,315000
AMCAT-1298275,Engineering,B,Mumbai,6.48,5,Startup,0.306,81,50,0.88,15000,0,1,1,80000
AMCAT-1258764,Engineering,B,Bengaluru,6.76,4,Startup,0.264,29,48,0.76,14000,0,0,0,90000
AMCAT-245678,Engineering,B,Delhi NCR,7.3,4,MNC,0.25,46,48,0.78,14000,0,0,0,575000
AMCAT-947022,Engineering,B,Bengaluru,7.45,5,SME,0.337,58,57,0.88,16500,1,1,1,400000
AMCAT-553781,Engineering,A,Delhi NCR,7.53,4,SME,0.268,94,52,0.76,13000,0,1,1,310000
AMCAT-057430,Engineering,B,Delhi NCR,7.01,4,Startup,0.254,78,53,0.87,9000,0,0,0,180000
AMCAT-263725,Engineering,B,Delhi NCR,7.61,4,MNC,0.305,96,50,0.84,14500,0,1,1,500000
AMCAT-1044900,Engineering,A,Bengaluru,6.73,5,SME,0.347,86,52,0.88,18000,1,1,1,450000
AMCAT-682813,Engineering,B,Chennai,7.0,4,Startup,0.286,76,49,0.76,14500,0,1,1,120000
AMCAT-329900,Engineering,B,Hyderabad,6.35,4,SME,0.218,34,50,0.78,13000,1,1,1,360000
AMCAT-011244,Engineering,B,Delhi NCR,7.16,4,MNC,0.307,78,50,0.87,15500,0,0,1,565000
AMCAT-1146950,Engineering,B,Delhi NCR,7.1,4,SME,0.323,83,52,0.88,16500,0,1,1,325000
AMCAT-371808,Engineering,B,Mumbai,7.13,4,Startup,0.273,3,48,0.78,15000,0,0,1,60000
AMCAT-601071,Engineering,B,Delhi NCR,6.9,3,SME,0.247,0,76,0.76,13500,1,1,1,300000
AMCAT-795959,Engineering,B,Chennai,7.54,5,SME,0.369,25,49,0.88,8500,1,1,1,325000
AMCAT-306079,Engineering,B,Mumbai,5.68,4,Startup,0.202,31,57,0.84,16000,0,1,1,120000
AMCAT-628067,Engineering,B,Bengaluru,7.83,5,SME,0.338,10,53,0.78,17000,0,1,1,400000
AMCAT-841631,Engineering,B,Delhi NCR,6.8,4,SME,0.249,49,50,0.76,15500,0,0,1,350000
AMCAT-1020633,Engineering,A,Delhi NCR,6.7,5,MNC,0.328,0,48,0.88,16000,0,1,1,610000
AMCAT-1063143,Engineering,B,Hyderabad,7.28,5,SME,0.322,70,48,0.88,15500,0,1,1,325000
AMCAT-1297773,Engineering,B,Bengaluru,8.02,5,SME,0.353,49,48,0.88,16000,0,1,1,325000
AMCAT-1218863,Engineering,B,Delhi NCR,6.72,3,Startup,0.226,65,48,0.88,18000,1,1,1,150000
AMCAT-615835,Engineering,B,Delhi NCR,6.0,5,Startup,0.301,45,53,0.88,12000,1,1,1,220000
AMCAT-919419,Engineering,B,Delhi NCR,6.9,4,Startup,0.273,29,52,0.88,13500,1,1,1,200000
AMCAT-1256068,Engineering,B,Delhi NCR,6.82,5,Startup,0.316,8,57,0.91,16000,1,1,1,240000
AMCAT-244435,Engineering,B,Chennai,7.31,3,SME,0.245,44,48,0.84,14000,0,0,0,325000
AMCAT-991139,Engineering,B,Hyderabad,6.88,3,SME,0.203,96,52,0.88,11000,0,1,1,320000
AMCAT-1084305,Engineering,B,Bengaluru,6.1,4,SME,0.232,38,48,0.76,15000,0,1,1,355000
AMCAT-355170,Engineering,B,Chennai,7.5,3,SME,0.248,83,53,0.78,15500,0,0,1,300000
AMCAT-351836,Engineering,B,Delhi NCR,7.51,3,Startup,0.183,36,53,0.78,14000,0,1,1,180000
AMCAT-879261,Engineering,B,Mumbai,7.2,5,Startup,0.294,53,57,0.78,14500,0,0,0,95000
AMCAT-731258,Engineering,B,Chennai,7.4,4,Startup,0.29,75,52,0.76,13500,0,0,0,95000
AMCAT-520456,Engineering,B,Mumbai,6.79,4,Startup,0.262,3,57,0.76,17500,0,0,1,100000
AMCAT-1088385,Engineering,B,Chennai,7.66,5,Startup,0.299,63,49,0.78,11500,0,0,0,45000
AMCAT-423053,Engineering,B,Delhi NCR,6.4,5,SME,0.316,47,48,0.78,12500,1,1,1,400000
AMCAT-325356,Engineering,B,Mumbai,7.2,3,MNC,0.262,15,53,0.78,14000,0,0,1,505000
AMCAT-823790,Engineering,B,Delhi NCR,6.32,5,SME,0.272,52,48,0.88,16000,1,1,1,300000
AMCAT-111711,Engineering,B,Chennai,6.99,4,Startup,0.297,39,49,0.87,10500,0,0,0,210000
AMCAT-1015635,Engineering,B,Delhi NCR,7.42,3,SME,0.247,28,53,0.88,10500,0,0,1,320000
AMCAT-652414,Engineering,B,Chennai,7.5,3,Startup,0.185,68,49,0.76,9000,0,1,1,180000
AMCAT-473243,Engineering,B,Delhi NCR,7.58,3,SME,0.269,38,52,0.88,14000,1,1,1,300000
AMCAT-810270,Engineering,B,Delhi NCR,8.33,4,SME,0.312,90,50,0.88,11000,0,1,1,325000
AMCAT-810588,Engineering,B,Delhi NCR,7.4,5,Startup,0.295,84,50,0.88,13000,0,1,1,100000
AMCAT-829913,Engineering,B,Bengaluru,7.39,3,Startup,0.255,89,52,0.88,15500,0,0,1,245000
AMCAT-993701,Engineering,B,Chennai,6.93,4,Startup,0.196,15,50,0.76,12500,0,0,0,200000
AMCAT-228051,Engineering,B,Hyderabad,7.0,4,MNC,0.308,9,50,0.84,14500,0,0,1,605000
AMCAT-133153,Engineering,B,Mumbai,6.3,5,MNC,0.352,38,53,0.87,13500,1,1,1,555000
AMCAT-831367,Engineering,B,Hyderabad,6.72,5,MNC,0.324,69,52,0.88,15500,1,1,1,600000
AMCAT-292803,Engineering,B,Delhi NCR,7.0,4,Startup,0.22,56,50,0.78,15000,0,1,1,200000
AMCAT-1029968,Engineering,B,Chennai,7.5,3,Startup,0.184,70,50,0.88,12500,0,0,1,205000
AMCAT-281866,Engineering,B,Delhi NCR,6.45,5,Startup,0.293,19,49,0.84,13500,0,1,1,170000
AMCAT-1251016,Engineering,B,Mumbai,5.51,5,Startup,0.288,36,53,0.76,16500,0,0,0,180000
AMCAT-060401,Engineering,B,Delhi NCR,7.2,5,SME,0.282,34,41,0.87,15000,0,1,1,360000
AMCAT-1248141,Engineering,B,Mumbai,7.77,5,SME,0.339,24,48,0.88,10500,0,1,1,320000
AMCAT-232481,Engineering,B,Delhi NCR,6.33,5,MNC,0.31,65,49,0.84,15500,0,0,1,2500000
AMCAT-041012,Engineering,A,Mumbai,7.7,5,SME,0.402,81,46,0.87,15500,1,1,1,370000
AMCAT-1069526,Engineering,B,Hyderabad,6.57,4,Startup,0.235,100,52,0.76,17500,0,0,1,200000
AMCAT-456296,Engineering,B,Delhi NCR,5.9,3,SME,0.252,27,53,0.78,16500,0,0,1,300000
AMCAT-335390,Engineering,B,Delhi NCR,7.08,4,SME,0.248,55,48,0.78,14500,0,0,1,440000
AMCAT-1253323,Engineering,B,Bengaluru,6.4,5,Startup,0.308,33,48,0.76,14500,0,0,0,65000
AMCAT-823924,Engineering,B,Delhi NCR,5.75,3,Startup,0.257,42,52,0.88,13500,0,1,1,180000
AMCAT-1089265,Engineering,B,Delhi NCR,6.5,4,Startup,0.266,36,50,0.78,15500,0,1,1,180000
AMCAT-948661,Engineering,B,Chennai,7.29,3,SME,0.199,45,52,0.88,13000,1,1,1,320000
AMCAT-507994,Engineering,B,Mumbai,5.47,3,Startup,0.243,30,50,0.78,14500,0,0,0,195000
AMCAT-638979,Engineering,B,Hyderabad,8.79,4,SME,0.314,78,52,0.76,16000,0,1,1,300000
AMCAT-507959,Engineering,B,Mumbai,6.06,4,Startup,0.275,0,53,0.76,12500,1,1,1,240000
AMCAT-1208099,Engineering,B,Chennai,7.63,4,SME,0.297,69,52,0.88,12500,1,1,1,300000
AMCAT-707151,Engineering,B,Hyderabad,7.8,4,Startup,0.246,54,48,0.76,11000,0,1,1,200000
AMCAT-895667,Engineering,A,Delhi NCR,8.3,6,MNC,0.375,37,52,0.88,15500,1,1,1,655000
AMCAT-509310,Engineering,B,Delhi NCR,7.22,5,SME,0.288,90,48,0.78,9500,1,1,1,345000
AMCAT-628645,Engineering,B,Chennai,7.85,5,Startup,0.278,67,52,0.76,16000,1,1,1,215000
AMCAT-240634,Engineering,A,Delhi NCR,7.43,4,SME,0.303,42,48,0.84,22500,1,1,1,350000
AMCAT-1230280,Engineering,B,Chennai,8.52,5,SME,0.338,36,52,0.88,17500,0,0,1,315000
AMCAT-416040,Engineering,B,Delhi NCR,6.32,5,SME,0.278,66,50,0.78,10000,1,1,1,400000
AMCAT-287647,Engineering,A,Mumbai,7.02,4,SME,0.314,38,53,0.91,20000,1,1,1,325000
AMCAT-265914,Engineering,B,Hyderabad,7.0,5,SME,0.346,36,53,0.84,17500,0,0,0,325000
AMCAT-1152107,Engineering,B,Chennai,7.1,5,Startup,0.313,45,49,0.78,13000,0,0,1,120000
AMCAT-225959,Engineering,B,Bengaluru,6.74,4,SME,0.32,0,53,0.78,14500,0,0,0,395000
